row_id,A_source,B_source,direct_answer,swapped_answer,order_influenced_decision,chosen_source_direct,chosen_source_reversed
4227a025,winning_human,losing_human,2,1,No,losing_human,losing_human
4227a025,winning_human,generate_gemini,2,1,No,generate_gemini,generate_gemini
4227a025,winning_human,generate_gpt4o,2,2,Yes,generate_gpt4o,winning_human
4227a025,winning_human,generate_gpt5,1,2,No,winning_human,winning_human
4227a025,winning_human,generate_llama,2,2,Yes,generate_llama,winning_human
4227a025,winning_human,generate_mistral,1,1,Yes,winning_human,generate_mistral
4227a025,winning_human,generate_qwen,2,2,Yes,generate_qwen,winning_human
4227a025,winning_human,generate_sonnet,1,1,Yes,winning_human,generate_sonnet
4227a025,winning_human,improve_gemini,2,1,No,improve_gemini,improve_gemini
4227a025,winning_human,improve_gpt4o,2,2,Yes,improve_gpt4o,winning_human
4227a025,winning_human,improve_gpt5,2,1,No,improve_gpt5,improve_gpt5
4227a025,winning_human,improve_llama,1,1,Yes,winning_human,improve_llama
4227a025,winning_human,improve_mistral,1,1,Yes,winning_human,improve_mistral
4227a025,winning_human,improve_qwen,2,2,Yes,improve_qwen,winning_human
4227a025,winning_human,improve_sonnet,1,1,Yes,winning_human,improve_sonnet
4227a025,winning_human,paraphrase_gemini,2,1,No,paraphrase_gemini,paraphrase_gemini
4227a025,winning_human,paraphrase_gpt4o,1,2,No,winning_human,winning_human
4227a025,winning_human,paraphrase_gpt5,2,2,Yes,paraphrase_gpt5,winning_human
4227a025,winning_human,paraphrase_llama,2,1,No,paraphrase_llama,paraphrase_llama
4227a025,winning_human,paraphrase_mistral,1,2,No,winning_human,winning_human
4227a025,winning_human,paraphrase_qwen,2,2,Yes,paraphrase_qwen,winning_human
4227a025,winning_human,paraphrase_sonnet,1,1,Yes,winning_human,paraphrase_sonnet
4227a025,losing_human,generate_gemini,1,2,No,losing_human,losing_human
4227a025,losing_human,generate_gpt4o,2,1,No,generate_gpt4o,generate_gpt4o
4227a025,losing_human,generate_gpt5,1,1,Yes,losing_human,generate_gpt5
4227a025,losing_human,generate_llama,1,1,Yes,losing_human,generate_llama
4227a025,losing_human,generate_mistral,2,1,No,generate_mistral,generate_mistral
4227a025,losing_human,generate_qwen,2,1,No,generate_qwen,generate_qwen
4227a025,losing_human,generate_sonnet,2,1,No,generate_sonnet,generate_sonnet
4227a025,losing_human,improve_gemini,2,1,No,improve_gemini,improve_gemini
4227a025,losing_human,improve_gpt4o,2,1,No,improve_gpt4o,improve_gpt4o
4227a025,losing_human,improve_gpt5,1,1,Yes,losing_human,improve_gpt5
4227a025,losing_human,improve_llama,2,1,No,improve_llama,improve_llama
4227a025,losing_human,improve_mistral,2,1,No,improve_mistral,improve_mistral
4227a025,losing_human,improve_qwen,1,2,No,losing_human,losing_human
4227a025,losing_human,improve_sonnet,1,2,No,losing_human,losing_human
4227a025,losing_human,paraphrase_gemini,2,1,No,paraphrase_gemini,paraphrase_gemini
4227a025,losing_human,paraphrase_gpt4o,1,1,Yes,losing_human,paraphrase_gpt4o
4227a025,losing_human,paraphrase_gpt5,1,1,Yes,losing_human,paraphrase_gpt5
4227a025,losing_human,paraphrase_llama,2,2,Yes,paraphrase_llama,losing_human
4227a025,losing_human,paraphrase_mistral,1,2,No,losing_human,losing_human
4227a025,losing_human,paraphrase_qwen,2,1,No,paraphrase_qwen,paraphrase_qwen
4227a025,losing_human,paraphrase_sonnet,1,2,No,losing_human,losing_human
ba1c6225,winning_human,losing_human,2,1,No,losing_human,losing_human
ba1c6225,winning_human,generate_gemini,2,1,No,generate_gemini,generate_gemini
ba1c6225,winning_human,generate_gpt4o,2,1,No,generate_gpt4o,generate_gpt4o
ba1c6225,winning_human,generate_gpt5,2,1,No,generate_gpt5,generate_gpt5
ba1c6225,winning_human,generate_llama,2,1,No,generate_llama,generate_llama
ba1c6225,winning_human,generate_mistral,1,1,Yes,winning_human,generate_mistral
ba1c6225,winning_human,generate_qwen,2,1,No,generate_qwen,generate_qwen
ba1c6225,winning_human,generate_sonnet,2,2,Yes,generate_sonnet,winning_human
ba1c6225,winning_human,improve_gemini,1,1,Yes,winning_human,improve_gemini
ba1c6225,winning_human,improve_gpt4o,2,2,Yes,improve_gpt4o,winning_human
ba1c6225,winning_human,improve_gpt5,2,1,No,improve_gpt5,improve_gpt5
ba1c6225,winning_human,improve_llama,2,1,No,improve_llama,improve_llama
ba1c6225,winning_human,improve_mistral,2,1,No,improve_mistral,improve_mistral
ba1c6225,winning_human,improve_qwen,2,1,No,improve_qwen,improve_qwen
ba1c6225,winning_human,improve_sonnet,2,1,No,improve_sonnet,improve_sonnet
ba1c6225,winning_human,paraphrase_gemini,1,1,Yes,winning_human,paraphrase_gemini
ba1c6225,winning_human,paraphrase_gpt4o,2,1,No,paraphrase_gpt4o,paraphrase_gpt4o
ba1c6225,winning_human,paraphrase_gpt5,2,1,No,paraphrase_gpt5,paraphrase_gpt5
ba1c6225,winning_human,paraphrase_llama,2,1,No,paraphrase_llama,paraphrase_llama
ba1c6225,winning_human,paraphrase_mistral,2,1,No,paraphrase_mistral,paraphrase_mistral
ba1c6225,winning_human,paraphrase_qwen,1,1,Yes,winning_human,paraphrase_qwen
ba1c6225,winning_human,paraphrase_sonnet,2,1,No,paraphrase_sonnet,paraphrase_sonnet
ba1c6225,losing_human,generate_gemini,1,1,Yes,losing_human,generate_gemini
ba1c6225,losing_human,generate_gpt4o,1,1,Yes,losing_human,generate_gpt4o
ba1c6225,losing_human,generate_gpt5,2,1,No,generate_gpt5,generate_gpt5
ba1c6225,losing_human,generate_llama,2,1,No,generate_llama,generate_llama
ba1c6225,losing_human,generate_mistral,1,1,Yes,losing_human,generate_mistral
