row_id,proposition,argument_column,answer,raw_answer
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_generate_mistral,no,no
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_text,no,no
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_generate_gpt5nano,no,no
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_generate_gpt4omini,no,no
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_generate_gemini,no,no
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,winning_text,no,no
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_generate_claude,no,no
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_generate_llama,no,no
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_improve_claude,no,no
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_generate_qwen,no,no
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_improve_gemini,no,no
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_improve_gpt5nano,no,no
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_improve_llama,no,no
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_improve_mistral,no,no
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_improve_gpt4omini,no,no
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_paraphrase_claude,no,no
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_improve_qwen,no,no
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_paraphrase_gemini,no,no
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_paraphrase_gpt4omini,no,no
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_paraphrase_gpt5nano,no,no
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_paraphrase_llama,no,no
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_paraphrase_mistral,no,no
e7a62f1b-e53f-4d94-aebc-f6c82d7a09e8,askacademia_train,losing_paraphrase_qwen,no,no
e0e76c73-21e7-4df5-ae3b-01c7a2ea5814,askacademia_train,losing_generate_claude,no,no
