row_id,A_source,B_source,first_final_answer,swapped_final_answer,chosen_source_direct,chosen_source_reversed,order_influenced_decision
17,winning_human,losing_human,1,1,winning_human,losing_human,Yes
17,winning_human,losing_generate_claude,1,1,winning_human,losing_generate_claude,Yes
17,winning_human,losing_generate_gemini,1,1,winning_human,losing_generate_gemini,Yes
17,winning_human,losing_generate_gpt4omini,1,1,winning_human,losing_generate_gpt4omini,Yes
17,winning_human,losing_generate_gpt5nano,1,1,winning_human,losing_generate_gpt5nano,Yes
17,winning_human,losing_generate_llama,1,1,winning_human,losing_generate_llama,Yes
17,winning_human,losing_generate_mistral,1,1,winning_human,losing_generate_mistral,Yes
17,winning_human,losing_generate_qwen,1,1,winning_human,losing_generate_qwen,Yes
17,winning_human,losing_improve_claude,1,1,winning_human,losing_improve_claude,Yes
17,winning_human,losing_improve_gpt4omini,1,1,winning_human,losing_improve_gpt4omini,Yes
17,winning_human,losing_improve_gpt5nano,1,1,winning_human,losing_improve_gpt5nano,Yes
17,winning_human,losing_improve_llama,1,1,winning_human,losing_improve_llama,Yes
17,winning_human,losing_improve_mistral,1,1,winning_human,losing_improve_mistral,Yes
17,winning_human,losing_improve_qwen,1,1,winning_human,losing_improve_qwen,Yes
17,winning_human,losing_paraphrase_claude,1,1,winning_human,losing_paraphrase_claude,Yes
17,winning_human,losing_paraphrase_gemini,1,1,winning_human,losing_paraphrase_gemini,Yes
17,winning_human,losing_paraphrase_gpt4omini,1,1,winning_human,losing_paraphrase_gpt4omini,Yes
17,winning_human,losing_paraphrase_gpt5nano,1,1,winning_human,losing_paraphrase_gpt5nano,Yes
17,winning_human,losing_paraphrase_llama,1,1,winning_human,losing_paraphrase_llama,Yes
17,winning_human,losing_paraphrase_mistral,1,1,winning_human,losing_paraphrase_mistral,Yes
17,winning_human,losing_paraphrase_qwen,1,1,winning_human,losing_paraphrase_qwen,Yes
17,losing_human,losing_generate_claude,1,1,losing_human,losing_generate_claude,Yes
17,losing_human,losing_generate_gemini,1,1,losing_human,losing_generate_gemini,Yes
17,losing_human,losing_generate_gpt4omini,1,1,losing_human,losing_generate_gpt4omini,Yes
17,losing_human,losing_generate_gpt5nano,1,1,losing_human,losing_generate_gpt5nano,Yes
